budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,movie_id,cast,crew,Profit,overview_2
115000000,"['Action', 'Adventure', 'Drama']",http://www.thehuntsmanmovie.com/,290595,"['witch', 'magic', 'fairy tale', 'snow white', 'huntsman']",en,The Huntsman: Winter's War,"['As', 'two', 'evil', 'sisters', 'prepare', 'to', 'conquer', 'the', 'land,', 'two', 'renegades—Eric', 'the', 'Huntsman,', 'who', 'aided', 'Snow', 'White', 'in', 'defeating', 'Ravenna', 'in', 'Snowwhite', 'and', 'the', 'Huntsman,', 'and', 'his', 'forbidden', 'lover,', 'Sara—set', 'out', 'to', 'stop', 'them.']",60.467984,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Perfect World Pictures"", ""id"": 10338}, {""name"": ""Roth Films"", ""id"": 16314}]",['United States of America'],2016,164602163,1 h 54 min,['English'],Released: 2016,The story before Snow White,The Huntsman: Winter's War,6.0,1523,290595,"['Chris Hemsworth', 'Charlize Theron', 'Emily Blunt']",['Cedric Nicolas-Troyan'],49602163,"As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them."
125000000,"['Science Fiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']",http://www.teenagemutantninjaturtlesmovie.com,98566,"['martial arts', 'terrorist', 'hero', 'mutation', 'van', 'turtle', 'vigilante', 'superhero', 'based on comic book', 'ninja', 'new york city', 'sewer', 'reboot', 'science experiment', '3d']",en,Teenage Mutant Ninja Turtles,"['The', 'city', 'needs', 'heroes.', 'Darkness', 'has', 'settled', 'over', 'New', 'York', 'City', 'as', 'Shredder', 'and', 'his', 'evil', 'Foot', 'Clan', 'have', 'an', 'iron', 'grip', 'on', 'everything', 'from', 'the', 'police', 'to', 'the', 'politicians.', 'The', 'future', 'is', 'grim', 'until', 'four', 'unlikely', 'outcast', 'brothers', 'rise', 'from', 'the', 'sewers', 'and', 'discover', 'their', 'destiny', 'as', 'Teenage', 'Mutant', 'Ninja', 'Turtles.', 'The', 'Turtles', 'must', 'work', 'with', 'fearless', 'reporter', 'April', 'and', 'her', 'wise-cracking', 'cameraman', 'Vern', 'Fenwick', 'to', 'save', 'the', 'city', 'and', 'unravel', ""Shredder's"", 'diabolical', 'plan.']",143.350376,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Platinum Dunes"", ""id"": 2481}]",['United States of America'],2014,477200000,1 h 41 min,['English'],Released: 2014,Mysterious. Dangerous. Reptilious. You've never seen heroes like this.,Teenage Mutant Ninja Turtles,5.8,2636,98566,"['Megan Fox', 'Will Arnett', 'William Fichtner']",['Jonathan Liebesman'],352200000,The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.
105000000,"['Science Fiction', 'Thriller', 'Drama']",http://gravitymovie.warnerbros.com/,49047,"['space mission', 'loss', 'space', 'astronaut', 'trapped in space']",en,Gravity,"['Dr.', 'Ryan', 'Stone,', 'a', 'brilliant', 'medical', 'engineer', 'on', 'her', 'first', 'Shuttle', 'mission,', 'with', 'veteran', 'astronaut', 'Matt', 'Kowalsky', 'in', 'command', 'of', 'his', 'last', 'flight', 'before', 'retiring.', 'But', 'on', 'a', 'seemingly', 'routine', 'spacewalk,', 'disaster', 'strikes.', 'The', 'Shuttle', 'is', 'destroyed,', 'leaving', 'Stone', 'and', 'Kowalsky', 'completely', 'alone-tethered', 'to', 'nothing', 'but', 'each', 'other', 'and', 'spiraling', 'out', 'into', 'the', 'blackness', 'of', 'space.', 'The', 'deafening', 'silence', 'tells', 'them', 'they', 'have', 'lost', 'any', 'link', 'to', 'Earth', 'and', 'any', 'chance', 'for', 'rescue.', 'As', 'fear', 'turns', 'to', 'panic,', 'every', 'gulp', 'of', 'air', 'eats', 'away', 'at', 'what', 'little', 'oxygen', 'is', 'left.', 'But', 'the', 'only', 'way', 'home', 'may', 'be', 'to', 'go', 'further', 'out', 'into', 'the', 'terrifying', 'expanse', 'of', 'space.']",110.153618,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Heyday Films"", ""id"": 7364}, {""name"": ""Esperanto Filmoj"", ""id"": 7470}]","['United Kingdom', 'United States of America']",2013,716392705,1 h 31 min,['English'],Released: 2013,Don't Let Go,Gravity,7.3,5751,49047,"['Sandra Bullock', 'George Clooney', 'Ed Harris']",['Alfonso Cuarón'],611392705,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space."
135000000,"['Fantasy', 'Action', 'Adventure', 'Comedy']",http://www.teenagemutantninjaturtlesmovie.com/,308531,"['brother brother relationship', 'turtle', 'sequel', 'based on comic book', 'ninja', 'rat']",en,Teenage Mutant Ninja Turtles: Out of the Shadows,"['After', 'supervillain', 'Shredder', 'escapes', 'custody,', 'he', 'joins', 'forces', 'with', 'mad', 'scientist', 'Baxter', 'Stockman', 'and', 'two', 'dimwitted', 'henchmen,', 'Bebop', 'and', 'Rocksteady,', 'to', 'unleash', 'a', 'diabolical', 'plan', 'to', 'take', 'over', 'the', 'world.', 'As', 'the', 'Turtles', 'prepare', 'to', 'take', 'on', 'Shredder', 'and', 'his', 'new', 'crew,', 'they', 'find', 'themselves', 'facing', 'an', 'even', 'greater', 'evil', 'with', 'similar', 'intentions:', 'the', 'notorious', 'Krang.']",39.873791,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""5150 Action"", ""id"": 47354}, {""name"": ""Gama Entertainment Partners"", ""id"": 77208}]","['China', 'United States of America', 'Hong Kong']",2016,245623848,1 h 52 min,['English'],Released: 2016,Raise some shell.,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,963,308531,"['Megan Fox', 'Stephen Amell', 'Will Arnett']",['Dave Green'],110623848,"After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang."
120000000,"['Action', 'Adventure', 'Science Fiction']",http://www.fantasticfourmovie.com/,166424,"['teleportation', 'transformation', 'telekinesis', 'portal', 'marvel comic', 'superhero', 'based on comic book', 'superhero team', 'fantastic four', 'body horror', 'invisible woman']",en,Fantastic Four,"['Four', 'young', 'outsiders', 'teleport', 'to', 'a', 'dangerous', 'universe,', 'which', 'alters', 'their', 'physical', 'form', 'in', 'shocking', 'ways.', 'Their', 'lives', 'irrevocably', 'upended,', 'the', 'team', 'must', 'learn', 'to', 'harness', 'their', 'daunting', 'new', 'abilities', 'and', 'work', 'together', 'to', 'save', 'Earth', 'from', 'a', 'former', 'friend', 'turned', 'enemy.']",38.126095,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Marv Films"", ""id"": 5374}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""Constantin Film."", ""id"": 9078}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Genre Films"", ""id"": 28788}]",['United States of America'],2015,167977596,1 h 40 min,['English'],Released: 2015,Change is coming.,Fantastic Four,4.4,2278,166424,"['Miles Teller', 'Kate Mara', 'Michael B. Jordan']",['Josh Trank'],47977596,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy."
110000000,"['Action', 'Drama', 'Thriller']",http://www.sanandreasmovie.com/,254128,"['california', 'earthquake', 'catastrophe', 'disaster film', '3d', 'san andreas', 'san andreas california', 'rescue operation']",en,San Andreas,"['In', 'the', 'aftermath', 'of', 'a', 'massive', 'earthquake', 'in', 'California,', 'a', 'rescue-chopper', 'pilot', 'makes', 'a', 'dangerous', 'journey', 'across', 'the', 'state', 'in', 'order', 'to', 'rescue', 'his', 'estranged', 'daughter.']",100.412364,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Flynn Picture Company"", ""id"": 34081}]","['Canada', 'United States of America', 'Australia']",2015,470490832,1 h 54 min,['English'],Released: 2015,"A rescue pilot survived an earthquake, this is what happens next",San Andreas,6.0,2968,254128,"['Dwayne Johnson', 'Alexandra Daddario', 'Carla Gugino']",['Brad Peyton'],360490832,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter."
110000000,"['Adventure', 'Action', 'Thriller']",http://www.mgm.com/view/movie/2029/Tomorrow-Never-Dies/,714,"['london england', 'england', 'spy', 'china', 'news broadcast', 'intelligence', 'television', 'missile', 'manipulation of the media', 'secret intelligence service', 'special car', 'tv station', 'media tycoon', 'navy', 'motorcycle', 'secret service', 'hamburg germany']",en,Tomorrow Never Dies,"['A', 'deranged', 'media', 'mogul', 'is', 'staging', 'international', 'incidents', 'to', 'pit', 'the', ""world's"", 'superpowers', 'against', 'each', 'other.', 'Now', '007', 'must', 'take', 'on', 'this', 'evil', 'mastermind', 'in', 'an', 'adrenaline-charged', 'battle', 'to', 'end', 'his', 'reign', 'of', 'terror', 'and', 'prevent', 'global', 'pandemonium.']",42.887121,"[{""name"": ""Eon Productions"", ""id"": 7576}]","['United Kingdom', 'United States of America']",1997,333011068,1 h 59 min,"['Deutsch', 'English', 'Dansk', '普通话', '广州话 / 廣州話']",Released: 1997,Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.,Tomorrow Never Dies,6.0,925,714,"['Pierce Brosnan', 'Jonathan Pryce', 'Michelle Yeoh']",['Roger Spottiswoode'],223011068,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.
110000000,"['Thriller', 'Crime']",http://oceans12.warnerbros.com/,163,"['sequel', 'fabergé egg', 'dutch eastindian company', 'second', 'part', 'golden egg', 'goon']",en,Ocean's Twelve,"['Danny', 'Ocean', 'reunites', 'with', 'his', 'old', 'flame', 'and', 'the', 'rest', 'of', 'his', 'merry', 'band', 'of', 'thieves', 'in', 'carrying', 'out', 'three', 'huge', 'heists', 'in', 'Rome,', 'Paris', 'and', 'Amsterdam', '–', 'but', 'a', 'Europol', 'agent', 'is', 'hot', 'on', 'their', 'heels.']",76.840712,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Section Eight"", ""id"": 129}, {""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""WV Films III"", ""id"": 12202}]",['United States of America'],2004,362744280,2 h 5 min,"['Français', 'Italiano', 'Nederlands', '普通话', 'English']",Released: 2004,Twelve is the new eleven.,Ocean's Twelve,6.4,2124,163,"['George Clooney', 'Brad Pitt', 'Catherine Zeta-Jones']",['Steven Soderbergh'],252744280,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels."
110000000,"['Adventure', 'Science Fiction', 'Thriller']",http://www.thedivergentseries.movie/#insurgent,262500,"['based on novel', 'revolution', 'dystopia', 'sequel', 'dystopic future', 'young adult', '3d', 'divergent']",en,Insurgent,"['Beatrice', 'Prior', 'must', 'confront', 'her', 'inner', 'demons', 'and', 'continue', 'her', 'fight', 'against', 'a', 'powerful', 'alliance', 'which', 'threatens', 'to', 'tear', 'her', 'society', 'apart.']",103.718387,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Mandeville Films"", ""id"": 10227}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""NeoReel"", ""id"": 24097}]",['United States of America'],2015,295238201,1 h 59 min,['English'],Released: 2015,One Choice Can Destroy You,Insurgent,6.2,3829,262500,"['Shailene Woodley', 'Theo James', 'Kate Winslet']",['Robert Schwentke'],185238201,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.
120000000,"['Action', 'Crime', 'Comedy']",http://www.sonypictures.com/movies/thegreenhornet/,40805,"['bomb', 'martial arts', 'assassin', 'vandalism', 'nightclub', 'training', 'knife', 'party', 'playboy', 'superhero', 'revenge', 'trap', 'violence', 'kato', 'car chase', 'meth lab']",en,The Green Hornet,"['Britt', 'Reid', '(Seth', 'Rogen),', 'the', 'heir', 'to', 'the', 'largest', 'newspaper', 'fortune', 'in', 'Los', 'Angeles,', 'is', 'a', 'spoiled', 'playboy', 'who', 'has', 'been,', 'thus', 'far,', 'happy', 'to', 'lead', 'an', 'aimless', 'life.', 'After', 'his', 'father', '(Tom', 'Wilkinson)', 'dies,', 'Britt', 'meets', 'Kato', '(Jay', 'Chou),', 'a', 'resourceful', 'company', 'employee.', 'Realizing', 'that', 'they', 'have', 'the', 'talent', 'and', 'resources', 'to', 'make', 'something', 'of', 'their', 'lives,', 'Britt', 'and', 'Kato', 'join', 'forces', 'as', 'costumed', 'crime-fighters', 'to', 'bring', 'down', 'the', ""city's"", 'most-powerful', 'criminal,', 'Chudnofsky', '(Christoph', 'Waltz).']",31.703608,"[{""name"": ""Original Film"", ""id"": 333}, {""name"": ""Sony Pictures Entertainment"", ""id"": 5752}, {""name"": ""Reliance BIG Entertainment"", ""id"": 6733}]",['United States of America'],2011,227817248,1 h 59 min,"['English', '普通话']",Released: 2011,Breaking the Law to Protect It.,The Green Hornet,5.5,1251,40805,"['Seth Rogen', 'Jay Chou', 'Christoph Waltz']",['Michel Gondry'],107817248,"Britt Reid (Seth Rogen), the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father (Tom Wilkinson) dies, Britt meets Kato (Jay Chou), a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky (Christoph Waltz)."
110000000,"['Action', 'War']",http://www.300themovie.com/,53182,"['based on graphic novel', 'ancient greece', 'duringcreditsstinger', 'sea battle', 'hand to hand combat', 'minions', 'naval warfare', '3d']",en,300: Rise of an Empire,"['Based', 'on', 'Frank', ""Miller's"", 'latest', 'graphic', 'novel', 'Xerxes', 'and', 'told', 'in', 'the', 'breathtaking', 'visual', 'style', 'of', 'the', 'blockbuster', '""300,""', 'this', 'new', 'chapter', 'of', 'the', 'epic', 'saga', 'takes', 'the', 'action', 'to', 'a', 'fresh', 'battlefield--on', 'the', 'sea--as', 'Greek', 'general', 'Themistokles', 'attempts', 'to', 'unite', 'all', 'of', 'Greece', 'by', 'leading', 'the', 'charge', 'that', 'will', 'change', 'the', 'course', 'of', 'the', 'war.', '""300:', 'Rise', 'of', 'an', 'Empire""', 'pits', 'Themistokles', 'against', 'the', 'massive', 'invading', 'Persian', 'forces', 'led', 'by', 'mortal-turned-god', 'Xerxes', 'and', 'Artemesia,', 'the', 'vengeful', 'commander', 'of', 'the', 'Persian', 'navy.']",71.510596,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Hollywood Gang Productions"", ""id"": 2994}, {""name"": ""Atmosphere Entertainment MM"", ""id"": 2995}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Nimar Studios"", ""id"": 7636}, {""name"": ""Cruel and Unusual Films"", ""id"": 78685}]",['United States of America'],2014,337580051,1 h 42 min,['English'],Released: 2014,Seize your glory!,300: Rise of an Empire,6.1,2397,53182,"['Sullivan Stapleton', 'Eva Green', 'Lena Headey']",['Noam Murro'],227580051,"Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy."
110000000,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",http://www.smurfhappens.com/,41513,"['moon', 'magic', 'based on comic book', 'animation', 'good vs evil', 'smurf', 'blue', 'vortex', 'mischief', 'cat and mouse', 'duringcreditsstinger']",en,The Smurfs,"['When', 'the', 'evil', 'wizard', 'Gargamel', 'chases', 'the', 'tiny', 'blue', 'Smurfs', 'out', 'of', 'their', 'village,', 'they', 'tumble', 'from', 'their', 'magical', 'world', 'and', 'into', 'ours', '--', 'in', 'fact,', 'smack', 'dab', 'in', 'the', 'middle', 'of', 'Central', 'Park.', 'Just', 'three', 'apples', 'high', 'and', 'stuck', 'in', 'the', 'Big', 'Apple,', 'the', 'Smurfs', 'must', 'find', 'a', 'way', 'to', 'get', 'back', 'to', 'their', 'village', 'before', 'Gargamel', 'tracks', 'them', 'down.']",36.65422,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}, {""name"": ""Kerner Entertainment Company"", ""id"": 7311}]",['United States of America'],2011,563749323,1 h 43 min,['English'],Released: 2011,Smurf Happens.,The Smurfs,5.5,1179,41513,"['Hank Azaria', 'Neil Patrick Harris', 'Jayma Mays']",['Raja Gosnell'],453749323,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down."
110000000,"['Animation', 'Family']",http://movies.disney.com/home-on-the-range,13700,"['farm', 'cow', 'animal']",en,Home on the Range,"['When', 'a', 'greedy', 'outlaw', 'schemes', 'to', 'take', 'possession', 'of', 'the', '""Patch', 'Of', 'Heaven""', 'dairy', 'farm,', 'three', 'determined', 'cows,', 'a', 'karate-kicking', 'stallion', 'and', 'a', 'colorful', 'corral', 'of', 'critters', 'join', 'forces', 'to', 'save', 'their', 'home.', 'The', 'stakes', 'are', 'sky-high', 'as', 'this', 'unlikely', 'animal', 'alliance', 'risk', 'their', 'hides', 'and', 'match', 'wits', 'with', 'a', 'mysterious', 'band', 'of', 'bad', 'guys.']",19.625972,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]",['United States of America'],2004,103951461,1 h 16 min,"['普通话', 'English']",Released: 2004,Bust a Moo,Home on the Range,5.7,389,13700,"['Roseanne Barr', 'Judi Dench', 'Jennifer Tilly']",['Will Finn'],-6048539,"When a greedy outlaw schemes to take possession of the ""Patch Of Heaven"" dairy farm, three determined cows, a karate-kicking stallion and a colorful corral of critters join forces to save their home. The stakes are sky-high as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys."
110000000,"['Adventure', 'Science Fiction']",http://www.thedivergentseries.movie/#allegiant,262504,"['based on novel', 'revolution', 'dystopia', 'sequel', 'dystopic future', 'young adult', 'based on young adult novel']",en,Allegiant,"['Beatrice', 'Prior', 'and', 'Tobias', 'Eaton', 'venture', 'into', 'the', 'world', 'outside', 'of', 'the', 'fence', 'and', 'are', 'taken', 'into', 'protective', 'custody', 'by', 'a', 'mysterious', 'agency', 'known', 'as', 'the', 'Bureau', 'of', 'Genetic', 'Welfare.']",86.105615,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Mandeville Films"", ""id"": 10227}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}]",['United States of America'],2016,179246868,2 h 1 min,['English'],Released: 2016,Break the boundaries of your world,Allegiant,5.9,1998,262504,"['Shailene Woodley', 'Theo James', 'Zoë Kravitz']",['Robert Schwentke'],69246868,Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.
110000000,"['Action', 'Science Fiction', 'Drama']",http://www.steelgetsreal.com/,39254,"['father son relationship', 'fight', 'sport', 'robot', 'prizefighting', 'father son reunion', 'robot fighting']",en,Real Steel,"['In', 'the', 'near-future,', 'Charlie', 'Kenton', 'is', 'a', 'washed-up', 'fighter', 'who', 'retired', 'from', 'the', 'ring', 'when', 'robots', 'took', 'over', 'the', 'sport.', 'After', ""Charlie's"", 'robot', 'is', 'trashed,', 'he', 'reluctantly', 'teams', 'up', 'with', 'his', 'estranged', 'son', 'Max', 'to', 'rebuild', 'and', 'train', 'an', 'unlikely', 'contender.']",37.195046,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""21 Laps Entertainment"", ""id"": 2575}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""ImageMovers"", ""id"": 11395}, {""name"": ""Angry Films"", ""id"": 12087}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}, {""name"": ""Kontsept Film Company"", ""id"": 76067}, {""name"": ""Wardour Street Pictures"", ""id"": 76069}]","['India', 'United States of America']",2011,299268508,2 h 7 min,['English'],Released: 2011,"If you get one shot, make it real.",Real Steel,6.6,2692,39254,"['Hugh Jackman', 'Dakota Goyo', 'Evangeline Lilly']",['Shawn Levy'],189268508,"In the near-future, Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After Charlie's robot is trashed, he reluctantly teams up with his estranged son Max to rebuild and train an unlikely contender."
105000000,"['Fantasy', 'Family', 'Comedy', 'Animation']",http://smurfhappens.com,77931,"['based on cartoon', 'animation', 'smurf']",en,The Smurfs 2,"['The', 'evil', 'wizard', 'Gargamel', 'creates', 'a', 'couple', 'of', 'mischievous', 'Smurf-like', 'creatures', 'called', 'the', 'Naughties', 'that', 'he', 'hopes', 'will', 'let', 'him', 'harness', 'the', 'all-powerful,', 'magical', 'Smurf-essence.', 'But', 'when', 'he', 'discovers', 'that', 'only', 'a', 'real', 'Smurf', 'can', 'give', 'him', 'what', 'he', 'wants,', 'and', 'only', 'a', 'secret', 'spell', 'that', 'Smurfette', 'knows', 'can', 'turn', 'the', 'Naughties', 'into', 'real', 'Smurfs,', 'Gargamel', 'kidnaps', 'Smurfette', 'and', 'brings', 'her', 'to', 'Paris,', 'where', 'he', 'has', 'been', 'winning', 'the', 'adoration', 'of', 'millions', 'as', 'the', 'world¹s', 'greatest', 'sorcerer.', ""It's"", 'up', 'to', 'Papa,', 'Clumsy,', 'Grouchy,', 'and', 'Vanity', 'to', 'return', 'to', 'our', 'world,', 'reunite', 'with', 'their', 'human', 'friends', 'Patrick', 'and', 'Grace', 'Winslow,', 'and', 'rescue', 'her!', 'Will', 'Smurfette,', 'who', 'has', 'always', 'felt', 'different', 'from', 'the', 'other', 'Smurfs,', 'find', 'a', 'new', 'connection', 'with', 'the', 'Naughties', 'Vexy', 'and', 'Hackus', 'or', 'will', 'the', 'Smurfs', 'convince', 'her', 'that', 'their', 'love', 'for', 'her', 'is', 'True', 'Blue?']",32.473628,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}, {""name"": ""Kerner Entertainment Company"", ""id"": 7311}, {""name"": ""Hemisphere Media Capital"", ""id"": 9169}, {""name"": ""NeoReel"", ""id"": 24097}]",['United States of America'],2013,347434178,1 h 45 min,['English'],Released: 2013,Get ready to get naughty!,The Smurfs 2,5.5,695,77931,"['Hank Azaria', 'Neil Patrick Harris', 'Brendan Gleeson']",['Raja Gosnell'],242434178,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?"
110000000,"['Science Fiction', 'Action', 'Adventure']",http://www.if-sentinel.com/,80274,"['based on novel', 'intolerance', 'chosen one', 'child prodigy', 'futuristic', 'space', 'science fiction', 'alien invasion', 'military school', 'morality tale', 'based on young adult novel']",en,Ender's Game,"['Based', 'on', 'the', 'classic', 'novel', 'by', 'Orson', 'Scott', 'Card,', ""Ender's"", 'Game', 'is', 'the', 'story', 'of', 'the', ""Earth's"", 'most', 'gifted', 'children', 'training', 'to', 'defend', 'their', 'homeplanet', 'in', 'the', 'space', 'wars', 'of', 'the', 'future.']",45.94834,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Chartoff Productions"", ""id"": 3200}, {""name"": ""Odd Lot Entertainment"", ""id"": 3263}, {""name"": ""K/O Paper Products"", ""id"": 7296}, {""name"": ""Digital Domain"", ""id"": 31825}, {""name"": ""Taleswapper"", ""id"": 31826}]",['United States of America'],2013,125537191,1 h 54 min,['English'],Released: 2013,This is not a game.,Ender's Game,6.6,2303,80274,"['Asa Butterfield', 'Harrison Ford', 'Hailee Steinfeld']",['Gavin Hood'],15537191,"Based on the classic novel by Orson Scott Card, Ender's Game is the story of the Earth's most gifted children training to defend their homeplanet in the space wars of the future."
93000000,"['Adventure', 'Fantasy', 'Action']",http://www.lordoftherings.net/,120,"['elves', 'dwarves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'based on novel', 'mountains', 'fireworks', 'castle', 'volcano', 'password', 'death of a friend', 'uncle', 'mirror', 'wizard', 'sword and sorcery']",en,The Lord of the Rings: The Fellowship of the Ring,"['Young', 'hobbit', 'Frodo', 'Baggins,', 'after', 'inheriting', 'a', 'mysterious', 'ring', 'from', 'his', 'uncle', 'Bilbo,', 'must', 'leave', 'his', 'home', 'in', 'order', 'to', 'keep', 'it', 'from', 'falling', 'into', 'the', 'hands', 'of', 'its', 'evil', 'creator.', 'Along', 'the', 'way,', 'a', 'fellowship', 'is', 'formed', 'to', 'protect', 'the', 'ringbearer', 'and', 'make', 'sure', 'that', 'the', 'ring', 'arrives', 'at', 'its', 'final', 'destination:', 'Mt.', 'Doom,', 'the', 'only', 'place', 'where', 'it', 'can', 'be', 'destroyed.']",138.049577,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Saul Zaentz Company"", ""id"": 5237}]","['New Zealand', 'United States of America']",2001,871368364,2 h 58 min,['English'],Released: 2001,One ring to rule them all,The Lord of the Rings: The Fellowship of the Ring,8.0,8705,120,"['Elijah Wood', 'Ian McKellen', 'Cate Blanchett']",['Peter Jackson'],778368364,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed."
